Date,Time_Hour,Week_Day,Month,Passengers,Transport_Type,Route_Line,Origin_Start_Location,Destination_End_Location,Occupancy_Rate
2024-06-18,0,Tuesday,June,60,Metro,M1,Suburban Terminal,University Campus,0.075
2024-06-18,1,Tuesday,June,14,Bus,B104,Central Station,Airport Hub,0.28
2024-06-18,2,Tuesday,June,12,Tram,R11,Financial District,Suburban Terminal,0.08
2024-06-18,3,Tuesday,June,16,Bus,B105,Museum Plaza,University Campus,0.32
2024-06-18,4,Tuesday,June,6,Bus,B102,Tech Park,Suburban Terminal,0.12
2024-06-18,5,Tuesday,June,14,Bus,B105,University Campus,Tech Park,0.28
2024-06-18,6,Tuesday,June,38,Bus,B101,Museum Plaza,University Campus,0.76
2024-06-18,7,Tuesday,June,48,Bus,B106,Tech Park,Museum Plaza,0.96
2024-06-18,8,Tuesday,June,826,Metro,M3,Suburban Terminal,Airport Hub,1.0
2024-06-18,9,Tuesday,June,62,Bus,B101,Tech Park,Financial District,1.0
2024-06-18,10,Tuesday,June,40,Bus,B104,Tech Park,Central Station,0.8
2024-06-18,11,Tuesday,June,20,Bus,B106,Tech Park,Museum Plaza,0.4
2024-06-18,12,Tuesday,June,554,Metro,M2,Tech Park,University Campus,0.692
2024-06-18,13,Tuesday,June,87,Tram,R11,Tech Park,Financial District,0.58
2024-06-18,14,Tuesday,June,537,Metro,M1,Suburban Terminal,Airport Hub,0.671
2024-06-18,15,Tuesday,June,275,Metro,M3,Museum Plaza,Tech Park,0.344
2024-06-18,16,Tuesday,June,44,Bus,B104,University Campus,Museum Plaza,0.88
2024-06-18,17,Tuesday,June,41,Bus,B106,Suburban Terminal,Airport Hub,0.82
2024-06-18,18,Tuesday,June,44,Bus,B101,Airport Hub,Central Station,0.88
2024-06-18,19,Tuesday,June,96,Tram,R13,Financial District,Central Station,0.64
2024-06-18,20,Tuesday,June,9,Bus,B106,Financial District,Suburban Terminal,0.18
2024-06-18,21,Tuesday,June,149,Train,T50,Airport Hub,Financial District,0.331
2024-06-18,22,Tuesday,June,114,Metro,M1,Tech Park,Suburban Terminal,0.142
2024-06-18,23,Tuesday,June,20,Bus,B101,Tech Park,Airport Hub,0.4
2024-06-19,0,Wednesday,June,22,Metro,M1,University Campus,Tech Park,0.028
2024-06-19,1,Wednesday,June,19,Bus,B103,Museum Plaza,Suburban Terminal,0.38
2024-06-19,2,Wednesday,June,19,Bus,B101,Museum Plaza,Suburban Terminal,0.38
2024-06-19,3,Wednesday,June,413,Metro,M1,Airport Hub,Tech Park,0.516
2024-06-19,4,Wednesday,June,19,Bus,B103,Museum Plaza,Tech Park,0.38
2024-06-19,5,Wednesday,June,248,Metro,M1,Central Station,Museum Plaza,0.31
2024-06-19,6,Wednesday,June,682,Metro,M3,Museum Plaza,Airport Hub,0.852
2024-06-19,7,Wednesday,June,538,Metro,M1,Airport Hub,Museum Plaza,0.672
2024-06-19,8,Wednesday,June,46,Bus,B103,Tech Park,University Campus,0.92
2024-06-19,9,Wednesday,June,530,Metro,M2,Tech Park,Airport Hub,0.662
2024-06-19,10,Wednesday,June,612,Metro,M1,Financial District,Tech Park,0.765
2024-06-19,11,Wednesday,June,504,Metro,M3,Airport Hub,Suburban Terminal,0.63
2024-06-19,12,Wednesday,June,588,Metro,M2,Financial District,Airport Hub,0.735
2024-06-19,13,Wednesday,June,30,Bus,B105,Museum Plaza,Financial District,0.6
2024-06-19,14,Wednesday,June,595,Metro,M2,Financial District,Tech Park,0.744
2024-06-19,15,Wednesday,June,668,Metro,M1,Financial District,University Campus,0.835
2024-06-19,16,Wednesday,June,42,Bus,B105,Airport Hub,Tech Park,0.84
2024-06-19,17,Wednesday,June,686,Metro,M1,Suburban Terminal,University Campus,0.858
2024-06-19,18,Wednesday,June,860,Metro,M2,Tech Park,Suburban Terminal,1.0
2024-06-19,19,Wednesday,June,45,Bus,B104,Airport Hub,University Campus,0.9
2024-06-19,20,Wednesday,June,121,Metro,M1,Tech Park,Central Station,0.151
2024-06-19,21,Wednesday,June,121,Metro,M2,Airport Hub,Museum Plaza,0.151
2024-06-19,22,Wednesday,June,8,Bus,B103,Central Station,Financial District,0.16
2024-06-19,23,Wednesday,June,95,Metro,M2,Museum Plaza,Suburban Terminal,0.119
2024-06-20,0,Thursday,June,246,Metro,M1,Central Station,Tech Park,0.308
2024-06-20,1,Thursday,June,10,Bus,B105,Museum Plaza,Airport Hub,0.2
2024-06-20,2,Thursday,June,300,Metro,M1,Financial District,Central Station,0.375
2024-06-20,3,Thursday,June,21,Bus,B103,Museum Plaza,Airport Hub,0.42
2024-06-20,4,Thursday,June,4,Bus,B106,Financial District,Suburban Terminal,0.08
2024-06-20,5,Thursday,June,81,Train,T51,Tech Park,Airport Hub,0.18
2024-06-20,6,Thursday,June,234,Train,T52,Suburban Terminal,University Campus,0.52
2024-06-20,7,Thursday,June,876,Metro,M3,Airport Hub,Suburban Terminal,1.0
2024-06-20,8,Thursday,June,606,Metro,M3,Suburban Terminal,Museum Plaza,0.758
2024-06-20,9,Thursday,June,52,Bus,B103,Tech Park,Suburban Terminal,1.0
2024-06-20,10,Thursday,June,28,Bus,B103,Financial District,Airport Hub,0.56
2024-06-20,11,Thursday,June,21,Bus,B102,Tech Park,Suburban Terminal,0.42
2024-06-20,12,Thursday,June,71,Tram,R12,University Campus,Tech Park,0.473
2024-06-20,13,Thursday,June,34,Bus,B103,Museum Plaza,University Campus,0.68
2024-06-20,14,Thursday,June,206,Train,T52,Tech Park,Airport Hub,0.458
2024-06-20,15,Thursday,June,364,Metro,M1,Airport Hub,Financial District,0.455
2024-06-20,16,Thursday,June,53,Bus,B105,Financial District,Suburban Terminal,1.0
2024-06-20,17,Thursday,June,749,Metro,M1,Tech Park,Airport Hub,0.936
2024-06-20,18,Thursday,June,160,Tram,R11,Airport Hub,University Campus,1.0
2024-06-20,19,Thursday,June,32,Bus,B104,University Campus,Airport Hub,0.64
2024-06-20,20,Thursday,June,288,Metro,M1,Suburban Terminal,Airport Hub,0.36
2024-06-20,21,Thursday,June,25,Bus,B106,University Campus,Central Station,0.5
2024-06-20,22,Thursday,June,344,Metro,M1,Museum Plaza,Tech Park,0.43
2024-06-20,23,Thursday,June,8,Bus,B101,Museum Plaza,Airport Hub,0.16
2024-06-21,0,Friday,June,24,Bus,B102,Airport Hub,Tech Park,0.48
2024-06-21,1,Friday,June,484,Metro,M2,Suburban Terminal,Airport Hub,0.605
2024-06-21,2,Friday,June,19,Bus,B106,Tech Park,Central Station,0.38
2024-06-21,3,Friday,June,276,Metro,M3,Museum Plaza,Central Station,0.345
2024-06-21,4,Friday,June,29,Bus,B105,Central Station,Airport Hub,0.58
2024-06-21,5,Friday,June,189,Train,T51,Financial District,Tech Park,0.42
2024-06-21,6,Friday,June,617,Metro,M1,Financial District,Tech Park,0.771
2024-06-21,7,Friday,June,795,Metro,M3,Central Station,Suburban Terminal,0.994
2024-06-21,8,Friday,June,36,Bus,B104,Financial District,University Campus,0.72
2024-06-21,9,Friday,June,538,Metro,M3,Financial District,Tech Park,0.672
2024-06-21,10,Friday,June,25,Bus,B102,Suburban Terminal,Financial District,0.5
2024-06-21,11,Friday,June,442,Train,T52,Central Station,Tech Park,0.982
2024-06-21,12,Friday,June,294,Train,T50,Museum Plaza,University Campus,0.653
2024-06-21,13,Friday,June,33,Bus,B104,Financial District,Airport Hub,0.66
2024-06-21,14,Friday,June,38,Bus,B105,Suburban Terminal,Financial District,0.76
2024-06-21,15,Friday,June,35,Bus,B105,Museum Plaza,Suburban Terminal,0.7
2024-06-21,16,Friday,June,35,Bus,B106,Airport Hub,Tech Park,0.7
2024-06-21,17,Friday,June,705,Metro,M3,University Campus,Suburban Terminal,0.881
2024-06-21,18,Friday,June,673,Metro,M2,Financial District,Tech Park,0.841
2024-06-21,19,Friday,June,396,Train,T52,Financial District,Central Station,0.88
2024-06-21,20,Friday,June,11,Bus,B104,Central Station,University Campus,0.22
2024-06-21,21,Friday,June,239,Train,T50,Financial District,Tech Park,0.531
2024-06-21,22,Friday,June,13,Bus,B101,Financial District,Central Station,0.26
2024-06-21,23,Friday,June,190,Metro,M2,Central Station,Financial District,0.238
2024-06-22,0,Saturday,June,517,Metro,M2,Financial District,University Campus,0.646
2024-06-22,1,Saturday,June,27,Bus,B106,Suburban Terminal,Financial District,0.54
2024-06-22,2,Saturday,June,171,Train,T50,Tech Park,University Campus,0.38
2024-06-22,3,Saturday,June,13,Bus,B104,Suburban Terminal,Central Station,0.26
2024-06-22,4,Saturday,June,400,Metro,M3,Airport Hub,Central Station,0.5
2024-06-22,5,Saturday,June,527,Metro,M3,Tech Park,Financial District,0.659
2024-06-22,6,Saturday,June,296,Metro,M3,University Campus,Financial District,0.37
2024-06-22,7,Saturday,June,266,Metro,M2,University Campus,Suburban Terminal,0.332
2024-06-22,8,Saturday,June,21,Bus,B102,Museum Plaza,Financial District,0.42
2024-06-22,9,Saturday,June,16,Bus,B106,Tech Park,University Campus,0.32
2024-06-22,10,Saturday,June,26,Bus,B106,Tech Park,University Campus,0.52
2024-06-22,11,Saturday,June,7,Bus,B104,Airport Hub,Museum Plaza,0.14
2024-06-22,12,Saturday,June,309,Metro,M3,Tech Park,Museum Plaza,0.386
2024-06-22,13,Saturday,June,252,Metro,M1,Central Station,Airport Hub,0.315
2024-06-22,14,Saturday,June,5,Bus,B106,Central Station,Suburban Terminal,0.1
2024-06-22,15,Saturday,June,12,Bus,B101,Central Station,Tech Park,0.24
2024-06-22,16,Saturday,June,216,Train,T50,Suburban Terminal,Tech Park,0.48
2024-06-22,17,Saturday,June,15,Bus,B105,Airport Hub,University Campus,0.3
2024-06-22,18,Saturday,June,151,Metro,M1,Tech Park,Suburban Terminal,0.189
2024-06-22,19,Saturday,June,96,Train,T52,Museum Plaza,Suburban Terminal,0.213
2024-06-22,20,Saturday,June,9,Bus,B105,Tech Park,Central Station,0.18
2024-06-22,21,Saturday,June,4,Bus,B102,Airport Hub,Museum Plaza,0.08
2024-06-22,22,Saturday,June,497,Metro,M3,Central Station,Suburban Terminal,0.621
2024-06-22,23,Saturday,June,269,Metro,M2,Airport Hub,Suburban Terminal,0.336
2024-06-23,0,Sunday,June,226,Train,T50,Museum Plaza,Suburban Terminal,0.502
2024-06-23,1,Sunday,June,275,Metro,M3,Suburban Terminal,Airport Hub,0.344
2024-06-23,2,Sunday,June,11,Bus,B104,Suburban Terminal,Central Station,0.22
2024-06-23,3,Sunday,June,156,Metro,M1,Financial District,Tech Park,0.195
2024-06-23,4,Sunday,June,79,Tram,R11,Financial District,Suburban Terminal,0.527
2024-06-23,5,Sunday,June,2,Bus,B103,Museum Plaza,Tech Park,0.04
2024-06-23,6,Sunday,June,380,Metro,M1,Central Station,Airport Hub,0.475
2024-06-23,7,Sunday,June,40,Bus,B106,Tech Park,Museum Plaza,0.8
2024-06-23,8,Sunday,June,279,Metro,M1,Museum Plaza,Airport Hub,0.349
2024-06-23,9,Sunday,June,151,Train,T52,Suburban Terminal,Airport Hub,0.336
2024-06-23,10,Sunday,June,10,Bus,B102,Museum Plaza,Central Station,0.2
2024-06-23,11,Sunday,June,21,Bus,B104,Airport Hub,Central Station,0.42
2024-06-23,12,Sunday,June,77,Train,T52,Suburban Terminal,Financial District,0.171
2024-06-23,13,Sunday,June,19,Bus,B104,University Campus,Central Station,0.38
2024-06-23,14,Sunday,June,17,Bus,B102,Financial District,Museum Plaza,0.34
2024-06-23,15,Sunday,June,14,Bus,B106,Financial District,University Campus,0.28
2024-06-23,16,Sunday,June,494,Metro,M1,Museum Plaza,Central Station,0.618
2024-06-23,17,Sunday,June,14,Bus,B105,Financial District,Tech Park,0.28
2024-06-23,18,Sunday,June,62,Tram,R11,Airport Hub,University Campus,0.413
2024-06-23,19,Sunday,June,29,Bus,B106,University Campus,Airport Hub,0.58
2024-06-23,20,Sunday,June,20,Bus,B104,Suburban Terminal,University Campus,0.4
2024-06-23,21,Sunday,June,29,Bus,B101,Financial District,Airport Hub,0.58
2024-06-23,22,Sunday,June,246,Train,T51,Tech Park,Financial District,0.547
2024-06-23,23,Sunday,June,9,Bus,B105,Suburban Terminal,Financial District,0.18
2024-06-24,0,Monday,June,275,Train,T50,Museum Plaza,Central Station,0.611
2024-06-24,1,Monday,June,181,Metro,M1,Suburban Terminal,Central Station,0.226
2024-06-24,2,Monday,June,10,Bus,B102,University Campus,Financial District,0.2
2024-06-24,3,Monday,June,9,Bus,B105,Suburban Terminal,Tech Park,0.18
2024-06-24,4,Monday,June,17,Bus,B104,Museum Plaza,University Campus,0.34
2024-06-24,5,Monday,June,209,Metro,M3,University Campus,Tech Park,0.261
2024-06-24,6,Monday,June,581,Metro,M1,University Campus,Central Station,0.726
2024-06-24,7,Monday,June,560,Metro,M3,Financial District,Museum Plaza,0.7
2024-06-24,8,Monday,June,716,Metro,M3,Financial District,University Campus,0.895
2024-06-24,9,Monday,June,694,Metro,M3,Central Station,University Campus,0.868
2024-06-24,10,Monday,June,393,Metro,M2,Airport Hub,Tech Park,0.491
2024-06-24,11,Monday,June,318,Train,T50,Airport Hub,Museum Plaza,0.707
2024-06-24,12,Monday,June,415,Metro,M3,Tech Park,Central Station,0.519
2024-06-24,13,Monday,June,596,Metro,M1,Suburban Terminal,University Campus,0.745
2024-06-24,14,Monday,June,23,Bus,B104,Central Station,Airport Hub,0.46
2024-06-24,15,Monday,June,577,Metro,M3,Museum Plaza,Financial District,0.721
2024-06-24,16,Monday,June,754,Metro,M3,Central Station,Museum Plaza,0.942
2024-06-24,17,Monday,June,58,Bus,B101,Tech Park,Airport Hub,1.0
2024-06-24,18,Monday,June,53,Bus,B101,Museum Plaza,Central Station,1.0
2024-06-24,19,Monday,June,34,Bus,B102,Museum Plaza,University Campus,0.68
2024-06-24,20,Monday,June,16,Bus,B103,Airport Hub,Central Station,0.32
2024-06-24,21,Monday,June,26,Bus,B104,Museum Plaza,University Campus,0.52
2024-06-24,22,Monday,June,169,Metro,M3,Tech Park,University Campus,0.211
2024-06-24,23,Monday,June,13,Bus,B102,Museum Plaza,Tech Park,0.26
2024-06-25,0,Tuesday,June,19,Bus,B103,Museum Plaza,Tech Park,0.38
2024-06-25,1,Tuesday,June,93,Train,T50,Suburban Terminal,Financial District,0.207
2024-06-25,2,Tuesday,June,315,Metro,M1,Museum Plaza,Financial District,0.394
2024-06-25,3,Tuesday,June,9,Bus,B101,Tech Park,Museum Plaza,0.18
2024-06-25,4,Tuesday,June,311,Metro,M1,Suburban Terminal,Airport Hub,0.389
2024-06-25,5,Tuesday,June,11,Bus,B102,Suburban Terminal,Tech Park,0.22
2024-06-25,6,Tuesday,June,32,Bus,B101,Suburban Terminal,Airport Hub,0.64
2024-06-25,7,Tuesday,June,37,Bus,B106,Airport Hub,Financial District,0.74
2024-06-25,8,Tuesday,June,778,Metro,M1,Museum Plaza,University Campus,0.972
2024-06-25,9,Tuesday,June,44,Bus,B103,Central Station,Financial District,0.88
2024-06-25,10,Tuesday,June,21,Bus,B106,Central Station,Suburban Terminal,0.42
2024-06-25,11,Tuesday,June,27,Bus,B106,Central Station,Museum Plaza,0.54
2024-06-25,12,Tuesday,June,23,Bus,B105,Museum Plaza,Tech Park,0.46
2024-06-25,13,Tuesday,June,434,Metro,M2,University Campus,Suburban Terminal,0.542
2024-06-25,14,Tuesday,June,33,Bus,B106,Financial District,University Campus,0.66
2024-06-25,15,Tuesday,June,40,Bus,B102,Museum Plaza,University Campus,0.8
2024-06-25,16,Tuesday,June,758,Metro,M2,Airport Hub,Suburban Terminal,0.948
2024-06-25,17,Tuesday,June,39,Bus,B101,Suburban Terminal,Tech Park,0.78
2024-06-25,18,Tuesday,June,38,Bus,B103,Financial District,University Campus,0.76
2024-06-25,19,Tuesday,June,46,Bus,B103,Museum Plaza,Financial District,0.92
2024-06-25,20,Tuesday,June,10,Bus,B104,Museum Plaza,University Campus,0.2
2024-06-25,21,Tuesday,June,18,Bus,B106,Financial District,Museum Plaza,0.36
2024-06-25,22,Tuesday,June,22,Tram,R12,Central Station,Tech Park,0.147
2024-06-25,23,Tuesday,June,7,Bus,B104,Suburban Terminal,University Campus,0.14
2024-06-26,0,Wednesday,June,11,Bus,B104,Suburban Terminal,Museum Plaza,0.22
2024-06-26,1,Wednesday,June,22,Bus,B103,Suburban Terminal,Museum Plaza,0.44
2024-06-26,2,Wednesday,June,242,Metro,M1,Central Station,Suburban Terminal,0.302
2024-06-26,3,Wednesday,June,10,Bus,B102,Central Station,Museum Plaza,0.2
2024-06-26,4,Wednesday,June,21,Bus,B104,Museum Plaza,Central Station,0.42
2024-06-26,5,Wednesday,June,214,Metro,M1,Financial District,University Campus,0.268
2024-06-26,6,Wednesday,June,43,Bus,B102,University Campus,Financial District,0.86
2024-06-26,7,Wednesday,June,870,Metro,M2,Financial District,Suburban Terminal,1.0
2024-06-26,8,Wednesday,June,37,Bus,B103,Museum Plaza,Financial District,0.74
2024-06-26,9,Wednesday,June,43,Bus,B102,Central Station,Museum Plaza,0.86
2024-06-26,10,Wednesday,June,405,Metro,M1,Financial District,University Campus,0.506
2024-06-26,11,Wednesday,June,18,Bus,B102,Tech Park,Financial District,0.36
2024-06-26,12,Wednesday,June,712,Metro,M3,University Campus,Tech Park,0.89
2024-06-26,13,Wednesday,June,233,Metro,M2,Financial District,Suburban Terminal,0.291
2024-06-26,14,Wednesday,June,57,Tram,R13,Financial District,Tech Park,0.38
2024-06-26,15,Wednesday,June,537,Metro,M2,Museum Plaza,Suburban Terminal,0.671
2024-06-26,16,Wednesday,June,522,Train,T50,Central Station,Suburban Terminal,1.0
2024-06-26,17,Wednesday,June,42,Bus,B105,Central Station,Airport Hub,0.84
2024-06-26,18,Wednesday,June,41,Bus,B104,Suburban Terminal,University Campus,0.82
2024-06-26,19,Wednesday,June,666,Metro,M2,Museum Plaza,Central Station,0.832
2024-06-26,20,Wednesday,June,15,Bus,B103,Suburban Terminal,Museum Plaza,0.3
2024-06-26,21,Wednesday,June,339,Metro,M2,Airport Hub,Central Station,0.424
2024-06-26,22,Wednesday,June,476,Metro,M3,Tech Park,Financial District,0.595
2024-06-26,23,Wednesday,June,0,Tram,R12,Tech Park,Suburban Terminal,0.0
2024-06-27,0,Thursday,June,12,Bus,B102,Suburban Terminal,Central Station,0.24
2024-06-27,1,Thursday,June,9,Bus,B105,University Campus,Tech Park,0.18
2024-06-27,2,Thursday,June,45,Metro,M2,Suburban Terminal,Central Station,0.056
2024-06-27,3,Thursday,June,12,Bus,B101,Central Station,University Campus,0.24
2024-06-27,4,Thursday,June,254,Metro,M1,Central Station,Museum Plaza,0.318
2024-06-27,5,Thursday,June,154,Train,T52,University Campus,Financial District,0.342
2024-06-27,6,Thursday,June,779,Metro,M2,Suburban Terminal,Financial District,0.974
2024-06-27,7,Thursday,June,715,Metro,M3,University Campus,Financial District,0.894
2024-06-27,8,Thursday,June,46,Bus,B104,Central Station,Financial District,0.92
2024-06-27,9,Thursday,June,57,Bus,B103,Airport Hub,Museum Plaza,1.0
2024-06-27,10,Thursday,June,27,Bus,B101,Central Station,Tech Park,0.54
2024-06-27,11,Thursday,June,87,Tram,R13,Tech Park,Financial District,0.58
2024-06-27,12,Thursday,June,493,Metro,M1,Suburban Terminal,Central Station,0.616
2024-06-27,13,Thursday,June,35,Bus,B102,Financial District,University Campus,0.7
2024-06-27,14,Thursday,June,536,Metro,M1,Suburban Terminal,Museum Plaza,0.67
2024-06-27,15,Thursday,June,617,Metro,M1,Central Station,Suburban Terminal,0.771
2024-06-27,16,Thursday,June,137,Tram,R11,Central Station,Museum Plaza,0.913
2024-06-27,17,Thursday,June,126,Tram,R11,Museum Plaza,Financial District,0.84
2024-06-27,18,Thursday,June,817,Metro,M3,Tech Park,Financial District,1.0
2024-06-27,19,Thursday,June,750,Metro,M3,University Campus,Financial District,0.938
2024-06-27,20,Thursday,June,19,Bus,B104,Central Station,Financial District,0.38
2024-06-27,21,Thursday,June,5,Bus,B104,Museum Plaza,Tech Park,0.1
2024-06-27,22,Thursday,June,76,Train,T52,Financial District,Museum Plaza,0.169
2024-06-27,23,Thursday,June,160,Train,T51,Central Station,Museum Plaza,0.356
2024-06-28,0,Friday,June,22,Bus,B104,Suburban Terminal,Airport Hub,0.44
2024-06-28,1,Friday,June,489,Metro,M3,University Campus,Suburban Terminal,0.611
2024-06-28,2,Friday,June,74,Metro,M2,Financial District,Airport Hub,0.092
2024-06-28,3,Friday,June,101,Metro,M2,University Campus,Tech Park,0.126
2024-06-28,4,Friday,June,0,Bus,B105,Financial District,Airport Hub,0.0
2024-06-28,5,Friday,June,101,Metro,M1,Financial District,Tech Park,0.126
2024-06-28,6,Friday,June,50,Bus,B104,Suburban Terminal,University Campus,1.0
2024-06-28,7,Friday,June,782,Metro,M2,Central Station,Suburban Terminal,0.978
2024-06-28,8,Friday,June,43,Bus,B102,Financial District,Central Station,0.86
2024-06-28,9,Friday,June,159,Tram,R13,Airport Hub,Suburban Terminal,1.0
2024-06-28,10,Friday,June,464,Metro,M2,Central Station,Airport Hub,0.58
2024-06-28,11,Friday,June,490,Metro,M1,Financial District,Tech Park,0.612
2024-06-28,12,Friday,June,30,Bus,B102,Tech Park,Central Station,0.6
2024-06-28,13,Friday,June,25,Bus,B103,Museum Plaza,University Campus,0.5
2024-06-28,14,Friday,June,435,Metro,M1,Central Station,Tech Park,0.544
2024-06-28,15,Friday,June,29,Bus,B101,Financial District,Central Station,0.58
2024-06-28,16,Friday,June,673,Metro,M3,University Campus,Central Station,0.841
2024-06-28,17,Friday,June,41,Bus,B103,Tech Park,Museum Plaza,0.82
2024-06-28,18,Friday,June,42,Bus,B103,Suburban Terminal,Central Station,0.84
2024-06-28,19,Friday,June,363,Train,T51,Tech Park,Central Station,0.807
2024-06-28,20,Friday,June,252,Metro,M2,University Campus,Suburban Terminal,0.315
2024-06-28,21,Friday,June,41,Tram,R12,Central Station,Museum Plaza,0.273
2024-06-28,22,Friday,June,9,Bus,B103,Suburban Terminal,Central Station,0.18
2024-06-28,23,Friday,June,2,Bus,B101,Museum Plaza,Tech Park,0.04
2024-06-29,0,Saturday,June,82,Tram,R12,Financial District,Airport Hub,0.547
2024-06-29,1,Saturday,June,12,Bus,B103,Airport Hub,Tech Park,0.24
2024-06-29,2,Saturday,June,49,Tram,R11,Museum Plaza,Suburban Terminal,0.327
2024-06-29,3,Saturday,June,282,Metro,M2,Financial District,Central Station,0.352
2024-06-29,4,Saturday,June,425,Metro,M1,University Campus,Airport Hub,0.531
2024-06-29,5,Saturday,June,225,Metro,M3,Central Station,Financial District,0.281
2024-06-29,6,Saturday,June,22,Bus,B103,Central Station,Suburban Terminal,0.44
2024-06-29,7,Saturday,June,86,Tram,R11,Suburban Terminal,Tech Park,0.573
2024-06-29,8,Saturday,June,356,Metro,M2,University Campus,Central Station,0.445
2024-06-29,9,Saturday,June,273,Metro,M2,Central Station,University Campus,0.341
2024-06-29,10,Saturday,June,368,Metro,M2,Museum Plaza,Tech Park,0.46
2024-06-29,11,Saturday,June,24,Bus,B101,Suburban Terminal,Central Station,0.48
2024-06-29,12,Saturday,June,308,Metro,M2,Airport Hub,Suburban Terminal,0.385
2024-06-29,13,Saturday,June,19,Bus,B101,Central Station,Tech Park,0.38
2024-06-29,14,Saturday,June,68,Tram,R11,Tech Park,University Campus,0.453
2024-06-29,15,Saturday,June,154,Train,T51,Tech Park,Suburban Terminal,0.342
2024-06-29,16,Saturday,June,35,Tram,R13,Tech Park,Financial District,0.233
2024-06-29,17,Saturday,June,34,Bus,B103,Central Station,Museum Plaza,0.68
2024-06-29,18,Saturday,June,20,Bus,B104,Airport Hub,Suburban Terminal,0.4
2024-06-29,19,Saturday,June,225,Train,T50,Financial District,University Campus,0.5
2024-06-29,20,Saturday,June,14,Bus,B103,Financial District,Central Station,0.28
2024-06-29,21,Saturday,June,262,Metro,M1,Tech Park,Museum Plaza,0.328
2024-06-29,22,Saturday,June,20,Bus,B105,Airport Hub,Museum Plaza,0.4
2024-06-29,23,Saturday,June,415,Metro,M2,Airport Hub,Museum Plaza,0.519
2024-06-30,0,Sunday,June,392,Metro,M3,Financial District,Central Station,0.49
2024-06-30,1,Sunday,June,384,Metro,M3,Tech Park,Airport Hub,0.48
2024-06-30,2,Sunday,June,31,Bus,B101,Suburban Terminal,Central Station,0.62
2024-06-30,3,Sunday,June,26,Bus,B104,Central Station,Airport Hub,0.52
2024-06-30,4,Sunday,June,502,Metro,M3,University Campus,Airport Hub,0.628
2024-06-30,5,Sunday,June,33,Bus,B105,Financial District,Central Station,0.66
2024-06-30,6,Sunday,June,15,Bus,B101,Financial District,Suburban Terminal,0.3
2024-06-30,7,Sunday,June,399,Metro,M2,Suburban Terminal,Financial District,0.499
2024-06-30,8,Sunday,June,28,Bus,B101,Financial District,Airport Hub,0.56
2024-06-30,9,Sunday,June,277,Metro,M2,Financial District,Suburban Terminal,0.346
2024-06-30,10,Sunday,June,245,Metro,M3,Financial District,Tech Park,0.306
2024-06-30,11,Sunday,June,26,Bus,B101,Tech Park,Central Station,0.52
2024-06-30,12,Sunday,June,525,Metro,M1,Suburban Terminal,Central Station,0.656
2024-06-30,13,Sunday,June,19,Bus,B101,Central Station,Suburban Terminal,0.38
2024-06-30,14,Sunday,June,337,Metro,M3,Airport Hub,Tech Park,0.421
2024-06-30,15,Sunday,June,159,Metro,M1,Financial District,Central Station,0.199
2024-06-30,16,Sunday,June,23,Bus,B105,Airport Hub,Suburban Terminal,0.46
2024-06-30,17,Sunday,June,84,Tram,R11,Tech Park,Financial District,0.56
2024-06-30,18,Sunday,June,126,Train,T51,Tech Park,University Campus,0.28
2024-06-30,19,Sunday,June,40,Tram,R11,Museum Plaza,Tech Park,0.267
2024-06-30,20,Sunday,June,27,Bus,B102,Museum Plaza,University Campus,0.54
2024-06-30,21,Sunday,June,407,Metro,M2,Airport Hub,Suburban Terminal,0.509
2024-06-30,22,Sunday,June,26,Bus,B102,Museum Plaza,Airport Hub,0.52
2024-06-30,23,Sunday,June,269,Metro,M2,University Campus,Museum Plaza,0.336
2024-07-01,0,Monday,July,111,Train,T50,Airport Hub,Financial District,0.247
2024-07-01,1,Monday,July,15,Bus,B102,Central Station,Suburban Terminal,0.3
2024-07-01,2,Monday,July,452,Metro,M1,University Campus,Airport Hub,0.565
2024-07-01,3,Monday,July,116,Train,T51,Financial District,Central Station,0.258
2024-07-01,4,Monday,July,19,Bus,B105,Financial District,Museum Plaza,0.38
2024-07-01,5,Monday,July,27,Bus,B105,University Campus,Museum Plaza,0.54
2024-07-01,6,Monday,July,685,Metro,M2,Airport Hub,Tech Park,0.856
2024-07-01,7,Monday,July,315,Train,T52,Tech Park,Financial District,0.7
2024-07-01,8,Monday,July,917,Metro,M1,Airport Hub,Central Station,1.0
2024-07-01,9,Monday,July,48,Bus,B106,Airport Hub,Museum Plaza,0.96
2024-07-01,10,Monday,July,32,Bus,B104,Financial District,Central Station,0.64
2024-07-01,11,Monday,July,41,Bus,B105,Museum Plaza,Airport Hub,0.82
2024-07-01,12,Monday,July,21,Bus,B106,Airport Hub,Financial District,0.42
2024-07-01,13,Monday,July,312,Metro,M1,Tech Park,Airport Hub,0.39
2024-07-01,14,Monday,July,533,Metro,M2,Museum Plaza,University Campus,0.666
2024-07-01,15,Monday,July,23,Bus,B102,Tech Park,Suburban Terminal,0.46
2024-07-01,16,Monday,July,1006,Metro,M2,Museum Plaza,Financial District,1.0
2024-07-01,17,Monday,July,49,Bus,B102,University Campus,Central Station,0.98
2024-07-01,18,Monday,July,153,Tram,R12,Central Station,Financial District,1.0
2024-07-01,19,Monday,July,848,Metro,M3,Financial District,Museum Plaza,1.0
2024-07-01,20,Monday,July,258,Metro,M2,Suburban Terminal,Central Station,0.322
