Date,Time_Hour,Week_Day,Month,Passengers,Transport_Type,Route_Line,Origin_Start_Location,Destination_End_Location,Occupancy_Rate
2023-12-17,12,Sunday,December,345,Train,S7,Potsdamer Platz,Alexanderplatz,0.345
2024-06-05,19,Wednesday,June,433,Metro,U7,Alexanderplatz,Ostkreuz,0.722
2025-08-01,16,Friday,August,45,Bus,X9,Friedrichstraße,Kottbusser Tor,0.75
2025-02-24,17,Monday,February,600,Metro,U1,Hackescher Markt,Warschauer Straße,1.0
2025-08-30,6,Saturday,August,359,Metro,U2,Warschauer Straße,Friedrichstraße,0.598
2024-06-26,22,Wednesday,June,26,Bus,100,Südkreuz,Friedrichstraße,0.52
2025-01-01,7,Wednesday,January,153,Tram,M1,Ostkreuz,Berlin Hauptbahnhof,0.85
2024-04-22,23,Monday,April,283,Metro,U7,Friedrichstraße,Südkreuz,0.472
2025-06-23,12,Monday,June,19,Bus,100,Leopoldplatz,Berlin Hauptbahnhof,0.38
2024-03-09,20,Saturday,March,91,Metro,U7,Ostkreuz,Airport BER,0.152
2025-02-04,6,Tuesday,February,800,Train,S5,Warschauer Straße,Hackescher Markt,0.8
2025-06-27,12,Friday,June,92,Tram,M5,Hackescher Markt,Potsdamer Platz,0.511
2024-12-16,17,Monday,December,74,Bus,M29,Leopoldplatz,Berlin Hauptbahnhof,0.925
2024-03-11,9,Monday,March,43,Bus,100,Berlin Hauptbahnhof,Warschauer Straße,0.86
2025-06-12,10,Thursday,June,446,Train,S7,Friedrichstraße,Zoologischer Garten,0.446
2024-02-03,16,Saturday,February,234,Metro,U8,Zoologischer Garten,Ostkreuz,0.39
2024-02-23,9,Friday,February,581,Metro,U1,Zoologischer Garten,Friedrichstraße,0.968
2024-08-28,5,Wednesday,August,38,Bus,X9,Potsdamer Platz,Berlin Hauptbahnhof,0.633
2023-12-11,13,Monday,December,20,Bus,100,Friedrichstraße,Südkreuz,0.4
2025-08-27,7,Wednesday,August,567,Metro,U1,Potsdamer Platz,Friedrichstraße,0.945
2024-03-09,20,Saturday,March,366,Train,S41,Zoologischer Garten,Friedrichstraße,0.366
2024-04-18,6,Thursday,April,968,Train,S5,Zoologischer Garten,Südkreuz,0.968
2025-10-16,6,Thursday,October,546,Metro,U2,Leopoldplatz,Friedrichstraße,0.91
2024-02-29,13,Thursday,February,454,Train,S7,Hackescher Markt,Airport BER,0.454
2025-08-20,5,Wednesday,August,360,Metro,U1,Ostkreuz,Zoologischer Garten,0.6
2024-05-31,7,Friday,May,1000,Train,S5,Südkreuz,Kottbusser Tor,1.0
2024-03-13,5,Wednesday,March,632,Train,S41,Hackescher Markt,Potsdamer Platz,0.632
2025-09-05,14,Friday,September,88,Tram,M5,Südkreuz,Kottbusser Tor,0.489
2025-08-17,13,Sunday,August,264,Metro,U7,Hackescher Markt,Kottbusser Tor,0.44
2024-09-22,11,Sunday,September,44,Bus,M29,Südkreuz,Berlin Hauptbahnhof,0.55
2025-05-05,21,Monday,May,78,Tram,M5,Südkreuz,Leopoldplatz,0.433
2024-07-09,7,Tuesday,July,159,Tram,M5,Hackescher Markt,Zoologischer Garten,0.883
2024-07-24,18,Wednesday,July,517,Metro,U2,Südkreuz,Kottbusser Tor,0.862
2024-08-25,6,Sunday,August,236,Metro,U2,Berlin Hauptbahnhof,Hackescher Markt,0.393
2024-09-14,6,Saturday,September,283,Metro,U1,Ostkreuz,Berlin Hauptbahnhof,0.472
2024-11-28,11,Thursday,November,34,Bus,X9,Alexanderplatz,Friedrichstraße,0.567
2025-11-17,14,Monday,November,97,Tram,M1,Hackescher Markt,Potsdamer Platz,0.539
2024-09-28,5,Saturday,September,14,Bus,100,Ostkreuz,Airport BER,0.28
2024-11-20,17,Wednesday,November,544,Metro,U7,Warschauer Straße,Airport BER,0.907
2025-09-24,22,Wednesday,September,606,Train,S7,Hackescher Markt,Zoologischer Garten,0.606
2025-04-02,12,Wednesday,April,353,Train,S7,Berlin Hauptbahnhof,Zoologischer Garten,0.353
2024-11-11,14,Monday,November,46,Bus,X9,Südkreuz,Alexanderplatz,0.767
2024-12-02,17,Monday,December,460,Metro,U7,Leopoldplatz,Zoologischer Garten,0.767
2024-09-09,7,Monday,September,875,Train,S41,Alexanderplatz,Leopoldplatz,0.875
2024-03-30,19,Saturday,March,399,Train,S5,Leopoldplatz,Friedrichstraße,0.399
2024-10-20,12,Sunday,October,60,Tram,M1,Kottbusser Tor,Airport BER,0.333
2024-01-17,19,Wednesday,January,736,Train,S7,Zoologischer Garten,Südkreuz,0.736
2025-02-23,15,Sunday,February,15,Bus,X9,Zoologischer Garten,Friedrichstraße,0.25
2025-06-09,6,Monday,June,49,Bus,100,Potsdamer Platz,Warschauer Straße,0.98
2023-12-28,7,Thursday,December,80,Bus,M29,Alexanderplatz,Ostkreuz,1.0
2025-10-18,9,Saturday,October,107,Tram,M5,Leopoldplatz,Hackescher Markt,0.594
2025-07-10,14,Thursday,July,655,Train,S7,Potsdamer Platz,Ostkreuz,0.655
2024-01-14,7,Sunday,January,268,Metro,U8,Airport BER,Kottbusser Tor,0.447
2025-11-23,8,Sunday,November,124,Tram,M1,Friedrichstraße,Südkreuz,0.689
2024-04-25,17,Thursday,April,898,Train,S7,Kottbusser Tor,Potsdamer Platz,0.898
2025-02-22,14,Saturday,February,83,Tram,M1,Alexanderplatz,Zoologischer Garten,0.461
2024-03-20,20,Wednesday,March,307,Metro,U7,Alexanderplatz,Warschauer Straße,0.512
2024-02-27,19,Tuesday,February,1000,Train,S7,Hackescher Markt,Warschauer Straße,1.0
2023-12-08,14,Friday,December,112,Tram,M5,Friedrichstraße,Zoologischer Garten,0.622
2025-04-06,19,Sunday,April,379,Train,S5,Airport BER,Berlin Hauptbahnhof,0.379
2024-05-21,20,Tuesday,May,292,Metro,U8,Potsdamer Platz,Airport BER,0.487
2024-11-27,16,Wednesday,November,58,Bus,X9,Alexanderplatz,Airport BER,0.967
2024-10-30,10,Wednesday,October,248,Metro,U7,Zoologischer Garten,Ostkreuz,0.413
2024-08-13,18,Tuesday,August,595,Metro,U2,Warschauer Straße,Alexanderplatz,0.992
2024-02-18,7,Sunday,February,272,Metro,U8,Ostkreuz,Leopoldplatz,0.453
2025-03-10,18,Monday,March,144,Tram,M1,Zoologischer Garten,Kottbusser Tor,0.8
2024-07-26,10,Friday,July,254,Metro,U1,Warschauer Straße,Berlin Hauptbahnhof,0.423
2024-04-10,22,Wednesday,April,84,Tram,M5,Alexanderplatz,Warschauer Straße,0.467
2025-02-09,20,Sunday,February,75,Tram,M5,Zoologischer Garten,Ostkreuz,0.417
2024-07-09,17,Tuesday,July,1000,Train,S5,Airport BER,Alexanderplatz,1.0
2024-10-20,20,Sunday,October,24,Bus,100,Berlin Hauptbahnhof,Ostkreuz,0.48
2025-03-13,12,Thursday,March,654,Train,S5,Potsdamer Platz,Zoologischer Garten,0.654
2024-12-23,5,Monday,December,23,Bus,100,Berlin Hauptbahnhof,Südkreuz,0.46
2025-07-16,13,Wednesday,July,508,Train,S7,Zoologischer Garten,Airport BER,0.508
2025-09-01,23,Monday,September,34,Bus,X9,Potsdamer Platz,Ostkreuz,0.567
2025-09-05,18,Friday,September,56,Bus,X9,Warschauer Straße,Südkreuz,0.933
2025-05-02,9,Friday,May,805,Train,S41,Ostkreuz,Alexanderplatz,0.805
2024-12-23,14,Monday,December,377,Train,S41,Berlin Hauptbahnhof,Airport BER,0.377
2024-08-04,14,Sunday,August,29,Bus,M29,Kottbusser Tor,Warschauer Straße,0.362
2024-09-29,13,Sunday,September,43,Tram,M1,Leopoldplatz,Warschauer Straße,0.239
2024-03-22,6,Friday,March,1000,Train,S5,Warschauer Straße,Potsdamer Platz,1.0
2025-07-31,18,Thursday,July,168,Tram,M5,Potsdamer Platz,Südkreuz,0.933
2025-04-01,7,Tuesday,April,512,Metro,U2,Potsdamer Platz,Airport BER,0.853
2025-04-22,6,Tuesday,April,551,Metro,U2,Potsdamer Platz,Berlin Hauptbahnhof,0.918
2024-10-03,7,Thursday,October,549,Metro,U2,Potsdamer Platz,Airport BER,0.915
2024-09-30,12,Monday,September,334,Metro,U1,Alexanderplatz,Leopoldplatz,0.557
2024-04-06,11,Saturday,April,47,Tram,M1,Potsdamer Platz,Zoologischer Garten,0.261
2025-10-05,10,Sunday,October,24,Bus,100,Ostkreuz,Friedrichstraße,0.48
2024-03-09,8,Saturday,March,256,Metro,U8,Leopoldplatz,Ostkreuz,0.427
2024-04-09,22,Tuesday,April,19,Bus,100,Ostkreuz,Kottbusser Tor,0.38
2025-06-20,10,Friday,June,387,Train,S7,Zoologischer Garten,Friedrichstraße,0.387
2025-09-21,15,Sunday,September,189,Metro,U2,Ostkreuz,Zoologischer Garten,0.315
2023-12-09,14,Saturday,December,158,Metro,U7,Potsdamer Platz,Leopoldplatz,0.263
2025-02-25,16,Tuesday,February,477,Metro,U8,Zoologischer Garten,Ostkreuz,0.795
2024-03-21,23,Thursday,March,362,Metro,U8,Ostkreuz,Airport BER,0.603
2025-03-23,9,Sunday,March,384,Metro,U1,Berlin Hauptbahnhof,Airport BER,0.64
2024-03-23,20,Saturday,March,15,Bus,X9,Potsdamer Platz,Hackescher Markt,0.25
2024-01-05,18,Friday,January,127,Tram,M1,Alexanderplatz,Leopoldplatz,0.706
2025-04-20,15,Sunday,April,225,Metro,U8,Ostkreuz,Berlin Hauptbahnhof,0.375
2025-11-19,22,Wednesday,November,365,Metro,U1,Ostkreuz,Zoologischer Garten,0.608
2025-06-30,19,Monday,June,180,Tram,M5,Südkreuz,Potsdamer Platz,1.0
2024-06-30,13,Sunday,June,262,Metro,U8,Airport BER,Berlin Hauptbahnhof,0.437
2025-02-23,11,Sunday,February,201,Metro,U2,Hackescher Markt,Friedrichstraße,0.335
2025-04-15,9,Tuesday,April,522,Metro,U7,Airport BER,Potsdamer Platz,0.87
2025-05-14,17,Wednesday,May,525,Metro,U1,Airport BER,Leopoldplatz,0.875
2024-07-27,6,Saturday,July,72,Tram,M1,Alexanderplatz,Leopoldplatz,0.4
2025-06-01,5,Sunday,June,17,Bus,100,Alexanderplatz,Potsdamer Platz,0.34
2025-02-17,19,Monday,February,700,Train,S41,Friedrichstraße,Leopoldplatz,0.7
2025-02-25,19,Tuesday,February,46,Bus,100,Kottbusser Tor,Friedrichstraße,0.92
2025-04-29,11,Tuesday,April,31,Bus,X9,Potsdamer Platz,Ostkreuz,0.517
2025-03-29,6,Saturday,March,22,Bus,100,Warschauer Straße,Kottbusser Tor,0.44
2025-04-05,19,Saturday,April,607,Train,S7,Zoologischer Garten,Airport BER,0.607
2024-11-04,5,Monday,November,28,Bus,100,Zoologischer Garten,Leopoldplatz,0.56
2025-02-03,18,Monday,February,535,Metro,U8,Hackescher Markt,Leopoldplatz,0.892
2025-05-07,23,Wednesday,May,338,Metro,U7,Warschauer Straße,Alexanderplatz,0.563
2024-10-07,6,Monday,October,144,Tram,M5,Potsdamer Platz,Ostkreuz,0.8
2025-11-04,20,Tuesday,November,235,Metro,U7,Berlin Hauptbahnhof,Kottbusser Tor,0.392
2025-02-26,22,Wednesday,February,41,Bus,X9,Potsdamer Platz,Leopoldplatz,0.683
2025-09-09,8,Tuesday,September,174,Tram,M1,Airport BER,Warschauer Straße,0.967
2025-04-04,17,Friday,April,533,Metro,U1,Warschauer Straße,Berlin Hauptbahnhof,0.888
2024-12-22,5,Sunday,December,6,Bus,X9,Südkreuz,Zoologischer Garten,0.1
2025-03-15,12,Saturday,March,305,Train,S7,Zoologischer Garten,Ostkreuz,0.305
2025-03-19,17,Wednesday,March,958,Train,S7,Kottbusser Tor,Leopoldplatz,0.958
2025-09-24,22,Wednesday,September,534,Train,S5,Alexanderplatz,Südkreuz,0.534
2024-07-27,12,Saturday,July,393,Train,S41,Zoologischer Garten,Alexanderplatz,0.393
2024-06-14,7,Friday,June,566,Metro,U7,Airport BER,Friedrichstraße,0.943
2025-03-14,13,Friday,March,560,Train,S7,Alexanderplatz,Hackescher Markt,0.56
2024-11-29,7,Friday,November,137,Tram,M1,Alexanderplatz,Airport BER,0.761
2024-05-21,6,Tuesday,May,143,Tram,M1,Alexanderplatz,Ostkreuz,0.794
2024-06-28,11,Friday,June,36,Bus,M29,Berlin Hauptbahnhof,Leopoldplatz,0.45
2025-10-24,7,Friday,October,167,Tram,M5,Ostkreuz,Potsdamer Platz,0.928
2025-10-25,19,Saturday,October,22,Bus,X9,Warschauer Straße,Alexanderplatz,0.367
2024-04-16,23,Tuesday,April,31,Bus,X9,Hackescher Markt,Zoologischer Garten,0.517
2023-12-13,5,Wednesday,December,307,Metro,U2,Alexanderplatz,Südkreuz,0.512
2025-10-27,13,Monday,October,283,Metro,U1,Hackescher Markt,Berlin Hauptbahnhof,0.472
2024-11-01,23,Friday,November,399,Metro,U2,Kottbusser Tor,Leopoldplatz,0.665
2024-09-14,20,Saturday,September,18,Bus,100,Kottbusser Tor,Potsdamer Platz,0.36
2025-03-03,18,Monday,March,1000,Train,S5,Hackescher Markt,Ostkreuz,1.0
2025-07-12,7,Saturday,July,28,Bus,100,Zoologischer Garten,Potsdamer Platz,0.56
2025-04-04,10,Friday,April,404,Metro,U7,Kottbusser Tor,Südkreuz,0.673
2024-10-16,15,Wednesday,October,290,Metro,U7,Südkreuz,Airport BER,0.483
2024-06-10,19,Monday,June,145,Tram,M1,Friedrichstraße,Leopoldplatz,0.806
2024-03-06,13,Wednesday,March,26,Bus,X9,Hackescher Markt,Friedrichstraße,0.433
2024-12-07,6,Saturday,December,274,Metro,U1,Potsdamer Platz,Warschauer Straße,0.457
2024-11-23,23,Saturday,November,328,Train,S7,Berlin Hauptbahnhof,Friedrichstraße,0.328
2025-03-22,8,Saturday,March,453,Train,S7,Friedrichstraße,Berlin Hauptbahnhof,0.453
2025-10-13,17,Monday,October,495,Metro,U1,Zoologischer Garten,Berlin Hauptbahnhof,0.825
2025-01-15,18,Wednesday,January,916,Train,S41,Ostkreuz,Zoologischer Garten,0.916
2024-03-25,15,Monday,March,585,Train,S41,Südkreuz,Leopoldplatz,0.585
2024-12-24,15,Tuesday,December,378,Metro,U8,Friedrichstraße,Zoologischer Garten,0.63
2024-12-20,22,Friday,December,552,Train,S41,Berlin Hauptbahnhof,Warschauer Straße,0.552
2024-04-14,17,Sunday,April,776,Train,S7,Airport BER,Alexanderplatz,0.776
2024-04-23,15,Tuesday,April,231,Metro,U8,Potsdamer Platz,Alexanderplatz,0.385
2024-05-23,14,Thursday,May,385,Metro,U8,Kottbusser Tor,Berlin Hauptbahnhof,0.642
2024-12-17,10,Tuesday,December,674,Train,S41,Friedrichstraße,Hackescher Markt,0.674
2024-10-11,6,Friday,October,874,Train,S7,Alexanderplatz,Friedrichstraße,0.874
2024-08-20,20,Tuesday,August,390,Metro,U7,Ostkreuz,Kottbusser Tor,0.65
2024-01-11,23,Thursday,January,375,Metro,U2,Berlin Hauptbahnhof,Airport BER,0.625
2024-03-31,19,Sunday,March,86,Tram,M1,Hackescher Markt,Alexanderplatz,0.478
2024-12-19,5,Thursday,December,33,Bus,X9,Kottbusser Tor,Friedrichstraße,0.55
2024-04-17,14,Wednesday,April,356,Metro,U8,Ostkreuz,Kottbusser Tor,0.593
2025-03-11,23,Tuesday,March,284,Metro,U1,Potsdamer Platz,Ostkreuz,0.473
2025-12-03,9,Wednesday,December,532,Metro,U2,Airport BER,Leopoldplatz,0.887
2025-08-13,11,Wednesday,August,529,Train,S41,Ostkreuz,Leopoldplatz,0.529
2024-04-08,18,Monday,April,554,Metro,U7,Zoologischer Garten,Friedrichstraße,0.923
2025-01-03,17,Friday,January,148,Tram,M1,Kottbusser Tor,Ostkreuz,0.822
2025-09-03,19,Wednesday,September,44,Bus,100,Ostkreuz,Warschauer Straße,0.88
2024-04-03,17,Wednesday,April,74,Bus,M29,Leopoldplatz,Südkreuz,0.925
2025-05-05,11,Monday,May,118,Tram,M1,Airport BER,Zoologischer Garten,0.656
2025-01-06,6,Monday,January,915,Train,S41,Potsdamer Platz,Südkreuz,0.915
2024-11-03,17,Sunday,November,249,Metro,U2,Ostkreuz,Airport BER,0.415
2024-05-19,18,Sunday,May,48,Bus,M29,Friedrichstraße,Zoologischer Garten,0.6
2024-12-09,23,Monday,December,203,Metro,U1,Ostkreuz,Leopoldplatz,0.338
2024-10-26,13,Saturday,October,405,Train,S41,Potsdamer Platz,Warschauer Straße,0.405
2024-02-26,13,Monday,February,20,Bus,100,Südkreuz,Hackescher Markt,0.4
2025-05-02,8,Friday,May,600,Metro,U8,Südkreuz,Warschauer Straße,1.0
2025-08-31,5,Sunday,August,215,Train,S5,Südkreuz,Potsdamer Platz,0.215
2025-09-24,19,Wednesday,September,600,Metro,U2,Warschauer Straße,Südkreuz,1.0
2024-11-10,6,Sunday,November,29,Bus,X9,Kottbusser Tor,Südkreuz,0.483
2025-04-15,5,Tuesday,April,591,Train,S41,Kottbusser Tor,Hackescher Markt,0.591
2024-08-23,23,Friday,August,558,Train,S7,Friedrichstraße,Alexanderplatz,0.558
2025-02-01,5,Saturday,February,66,Tram,M5,Ostkreuz,Warschauer Straße,0.367
2024-11-29,11,Friday,November,592,Train,S41,Zoologischer Garten,Hackescher Markt,0.592
2025-08-04,23,Monday,August,578,Train,S41,Friedrichstraße,Leopoldplatz,0.578
2025-02-14,19,Friday,February,154,Tram,M1,Ostkreuz,Airport BER,0.856
2025-08-04,8,Monday,August,565,Metro,U7,Alexanderplatz,Airport BER,0.942
2025-11-18,5,Tuesday,November,44,Bus,M29,Ostkreuz,Kottbusser Tor,0.55
2025-07-22,15,Tuesday,July,458,Train,S7,Airport BER,Zoologischer Garten,0.458
2024-07-16,5,Tuesday,July,672,Train,S41,Airport BER,Südkreuz,0.672
2024-02-18,8,Sunday,February,89,Tram,M5,Berlin Hauptbahnhof,Zoologischer Garten,0.494
2024-10-31,14,Thursday,October,368,Metro,U7,Ostkreuz,Südkreuz,0.613
2024-05-21,20,Tuesday,May,387,Metro,U7,Friedrichstraße,Leopoldplatz,0.645
2024-02-20,23,Tuesday,February,343,Metro,U2,Leopoldplatz,Alexanderplatz,0.572
2024-06-11,11,Tuesday,June,117,Tram,M5,Hackescher Markt,Südkreuz,0.65
2024-05-06,15,Monday,May,505,Train,S5,Ostkreuz,Kottbusser Tor,0.505
2024-02-04,9,Sunday,February,31,Bus,X9,Südkreuz,Leopoldplatz,0.517
2024-10-04,16,Friday,October,517,Metro,U2,Friedrichstraße,Hackescher Markt,0.862
2025-08-10,7,Sunday,August,506,Train,S41,Berlin Hauptbahnhof,Potsdamer Platz,0.506
2025-03-08,16,Saturday,March,519,Train,S5,Südkreuz,Warschauer Straße,0.519
2024-06-09,22,Sunday,June,252,Metro,U2,Kottbusser Tor,Leopoldplatz,0.42
2024-03-21,15,Thursday,March,583,Train,S41,Alexanderplatz,Berlin Hauptbahnhof,0.583
2024-08-12,10,Monday,August,290,Metro,U2,Kottbusser Tor,Zoologischer Garten,0.483
2024-08-22,8,Thursday,August,1000,Train,S41,Südkreuz,Kottbusser Tor,1.0
2025-09-26,12,Friday,September,28,Bus,100,Alexanderplatz,Friedrichstraße,0.56
2025-07-09,16,Wednesday,July,530,Metro,U7,Alexanderplatz,Airport BER,0.883
2023-12-27,10,Wednesday,December,412,Metro,U7,Potsdamer Platz,Hackescher Markt,0.687
2024-02-01,7,Thursday,February,592,Metro,U1,Hackescher Markt,Airport BER,0.987
2024-09-30,5,Monday,September,118,Tram,M1,Ostkreuz,Zoologischer Garten,0.656
2024-07-14,13,Sunday,July,154,Metro,U2,Airport BER,Leopoldplatz,0.257
2025-08-22,15,Friday,August,327,Metro,U8,Friedrichstraße,Ostkreuz,0.545
2024-01-02,16,Tuesday,January,48,Bus,100,Ostkreuz,Airport BER,0.96
2024-03-16,21,Saturday,March,39,Tram,M1,Warschauer Straße,Hackescher Markt,0.217
2025-01-02,18,Thursday,January,48,Bus,X9,Warschauer Straße,Alexanderplatz,0.8
2024-04-01,7,Monday,April,538,Metro,U7,Warschauer Straße,Ostkreuz,0.897
2024-06-26,7,Wednesday,June,532,Metro,U8,Airport BER,Warschauer Straße,0.887
2025-06-10,16,Tuesday,June,180,Tram,M1,Friedrichstraße,Zoologischer Garten,1.0
2025-01-27,10,Monday,January,465,Train,S5,Leopoldplatz,Südkreuz,0.465
2024-07-05,14,Friday,July,383,Metro,U7,Südkreuz,Kottbusser Tor,0.638
2025-01-22,6,Wednesday,January,74,Bus,M29,Ostkreuz,Kottbusser Tor,0.925
2024-11-04,14,Monday,November,313,Metro,U7,Leopoldplatz,Berlin Hauptbahnhof,0.522
2024-11-13,9,Wednesday,November,873,Train,S5,Warschauer Straße,Leopoldplatz,0.873
2025-05-17,19,Saturday,May,31,Bus,100,Ostkreuz,Warschauer Straße,0.62
2024-05-31,16,Friday,May,457,Metro,U2,Südkreuz,Hackescher Markt,0.762
2024-05-09,22,Thursday,May,50,Bus,M29,Friedrichstraße,Warschauer Straße,0.625
2025-03-08,22,Saturday,March,298,Train,S7,Hackescher Markt,Potsdamer Platz,0.298
2024-11-19,5,Tuesday,November,23,Bus,100,Potsdamer Platz,Kottbusser Tor,0.46
2024-04-22,17,Monday,April,581,Metro,U8,Kottbusser Tor,Südkreuz,0.968
2025-05-26,16,Monday,May,520,Metro,U2,Ostkreuz,Kottbusser Tor,0.867
2024-02-19,9,Monday,February,535,Metro,U1,Leopoldplatz,Ostkreuz,0.892
2024-10-08,20,Tuesday,October,26,Bus,X9,Südkreuz,Berlin Hauptbahnhof,0.433
2024-09-15,23,Sunday,September,75,Tram,M1,Airport BER,Warschauer Straße,0.417
2024-02-02,13,Friday,February,262,Metro,U8,Hackescher Markt,Berlin Hauptbahnhof,0.437
2025-06-10,14,Tuesday,June,220,Metro,U8,Airport BER,Kottbusser Tor,0.367
2024-06-14,14,Friday,June,494,Train,S41,Potsdamer Platz,Friedrichstraße,0.494
2024-12-06,23,Friday,December,506,Train,S5,Warschauer Straße,Friedrichstraße,0.506
2024-10-16,19,Wednesday,October,80,Bus,M29,Potsdamer Platz,Südkreuz,1.0
2025-06-22,8,Sunday,June,268,Metro,U7,Airport BER,Kottbusser Tor,0.447
2025-10-29,20,Wednesday,October,346,Metro,U7,Potsdamer Platz,Zoologischer Garten,0.577
2024-12-16,15,Monday,December,48,Bus,M29,Südkreuz,Friedrichstraße,0.6
2025-03-09,17,Sunday,March,511,Train,S7,Kottbusser Tor,Airport BER,0.511
2024-06-30,10,Sunday,June,12,Bus,100,Zoologischer Garten,Kottbusser Tor,0.24
2025-08-02,9,Saturday,August,254,Metro,U8,Berlin Hauptbahnhof,Warschauer Straße,0.423
2025-01-28,12,Tuesday,January,102,Tram,M5,Potsdamer Platz,Ostkreuz,0.567
2025-02-13,16,Thursday,February,943,Train,S7,Ostkreuz,Warschauer Straße,0.943
2024-05-18,18,Saturday,May,263,Metro,U1,Alexanderplatz,Airport BER,0.438
2024-05-03,22,Friday,May,496,Metro,U8,Warschauer Straße,Südkreuz,0.827
2024-08-16,14,Friday,August,329,Metro,U2,Friedrichstraße,Südkreuz,0.548
2025-10-03,15,Friday,October,283,Metro,U7,Zoologischer Garten,Airport BER,0.472
2024-10-15,13,Tuesday,October,518,Train,S7,Hackescher Markt,Südkreuz,0.518
2025-03-02,10,Sunday,March,23,Bus,X9,Friedrichstraße,Berlin Hauptbahnhof,0.383
2024-07-29,23,Monday,July,438,Metro,U8,Hackescher Markt,Kottbusser Tor,0.73
2024-11-04,6,Monday,November,545,Metro,U8,Alexanderplatz,Warschauer Straße,0.908
2024-03-09,11,Saturday,March,245,Metro,U8,Berlin Hauptbahnhof,Kottbusser Tor,0.408
2025-05-16,5,Friday,May,59,Tram,M5,Zoologischer Garten,Alexanderplatz,0.328
2024-06-11,18,Tuesday,June,497,Metro,U7,Friedrichstraße,Leopoldplatz,0.828
2025-04-09,12,Wednesday,April,32,Bus,X9,Warschauer Straße,Zoologischer Garten,0.533
2025-09-10,8,Wednesday,September,497,Metro,U1,Ostkreuz,Zoologischer Garten,0.828
2025-01-25,22,Saturday,January,432,Train,S7,Leopoldplatz,Hackescher Markt,0.432
2025-07-07,6,Monday,July,888,Train,S41,Zoologischer Garten,Alexanderplatz,0.888
2024-07-12,23,Friday,July,356,Train,S7,Zoologischer Garten,Südkreuz,0.356
2025-11-04,22,Tuesday,November,512,Train,S41,Ostkreuz,Zoologischer Garten,0.512
2024-11-21,9,Thursday,November,558,Metro,U7,Airport BER,Berlin Hauptbahnhof,0.93
2024-06-18,6,Tuesday,June,175,Tram,M5,Friedrichstraße,Warschauer Straße,0.972
2025-02-08,7,Saturday,February,396,Train,S5,Leopoldplatz,Südkreuz,0.396
2024-10-18,21,Friday,October,27,Bus,100,Warschauer Straße,Hackescher Markt,0.54
2024-09-30,6,Monday,September,486,Metro,U7,Zoologischer Garten,Hackescher Markt,0.81
2024-10-30,12,Wednesday,October,25,Bus,100,Zoologischer Garten,Warschauer Straße,0.5
2024-11-06,18,Wednesday,November,599,Metro,U2,Warschauer Straße,Alexanderplatz,0.998
2025-04-28,21,Monday,April,465,Metro,U2,Friedrichstraße,Berlin Hauptbahnhof,0.775
2025-08-27,20,Wednesday,August,36,Bus,X9,Hackescher Markt,Potsdamer Platz,0.6
2025-11-20,9,Thursday,November,144,Tram,M1,Zoologischer Garten,Südkreuz,0.8
2025-07-20,15,Sunday,July,288,Metro,U1,Hackescher Markt,Alexanderplatz,0.48
2025-05-19,21,Monday,May,412,Metro,U7,Berlin Hauptbahnhof,Friedrichstraße,0.687
2024-05-16,9,Thursday,May,45,Bus,100,Warschauer Straße,Potsdamer Platz,0.9
2025-03-24,10,Monday,March,103,Tram,M5,Zoologischer Garten,Kottbusser Tor,0.572
2024-01-04,16,Thursday,January,173,Tram,M5,Potsdamer Platz,Ostkreuz,0.961
2024-01-28,6,Sunday,January,38,Bus,100,Airport BER,Zoologischer Garten,0.76
2025-07-16,19,Wednesday,July,1000,Train,S41,Warschauer Straße,Berlin Hauptbahnhof,1.0
2023-12-14,20,Thursday,December,430,Train,S7,Hackescher Markt,Friedrichstraße,0.43
2024-09-09,23,Monday,September,52,Bus,M29,Zoologischer Garten,Hackescher Markt,0.65
2025-04-26,18,Saturday,April,588,Train,S41,Zoologischer Garten,Friedrichstraße,0.588
2025-07-11,19,Friday,July,813,Train,S5,Friedrichstraße,Berlin Hauptbahnhof,0.813
2025-07-06,17,Sunday,July,353,Train,S7,Potsdamer Platz,Leopoldplatz,0.353
2025-08-09,17,Saturday,August,23,Bus,X9,Potsdamer Platz,Friedrichstraße,0.383
2024-04-24,13,Wednesday,April,97,Tram,M1,Ostkreuz,Airport BER,0.539
2025-06-09,22,Monday,June,371,Metro,U8,Leopoldplatz,Südkreuz,0.618
2025-02-28,5,Friday,February,93,Tram,M1,Warschauer Straße,Leopoldplatz,0.517
2023-12-15,22,Friday,December,351,Metro,U7,Berlin Hauptbahnhof,Ostkreuz,0.585
2025-04-04,12,Friday,April,320,Metro,U7,Friedrichstraße,Alexanderplatz,0.533
2025-09-23,21,Tuesday,September,523,Train,S7,Südkreuz,Hackescher Markt,0.523
2024-11-12,7,Tuesday,November,577,Metro,U1,Hackescher Markt,Ostkreuz,0.962
2025-08-18,13,Monday,August,510,Train,S5,Hackescher Markt,Potsdamer Platz,0.51
2024-10-18,17,Friday,October,416,Metro,U7,Ostkreuz,Berlin Hauptbahnhof,0.693
2024-03-10,17,Sunday,March,60,Bus,M29,Südkreuz,Leopoldplatz,0.75
2024-02-19,18,Monday,February,504,Metro,U2,Ostkreuz,Airport BER,0.84
2025-04-20,14,Sunday,April,26,Bus,X9,Leopoldplatz,Ostkreuz,0.433
2025-10-04,13,Saturday,October,427,Train,S7,Airport BER,Warschauer Straße,0.427
