Date,Time_Hour,Temperature_C,Weather_Condition,Season,Humidity_Percent,Wind_Speed_kmh,Precipitation_mm,Pressure_hPa,Visibility_km
2023-09-12,23,-2.2,Freezing Rain,Autumn,94,24.8,6.8,1016.94,10.2
2023-09-13,0,1.0,Fog,Autumn,60,29.3,0.0,1008.28,2.7
2023-09-13,1,2.7,Cloudy,Autumn,71,21.3,0.0,1004.46,19.9
2023-09-13,2,2.9,Light Rain,Autumn,69,17.2,5.4,1010.36,4.6
2023-09-13,3,4.5,Cloudy,Autumn,67,7.6,0.3,1005.77,16.4
2023-09-13,4,6.0,Fog,Autumn,70,14.9,0.0,1008.55,2.2
2023-09-13,5,8.2,Cloudy,Autumn,75,29.5,0.4,1014.26,17.2
2023-09-13,6,5.4,Cloudy,Autumn,66,18.3,0.0,997.88,11.8
2023-09-13,7,6.8,Light Rain,Autumn,85,0.0,8.3,1013.47,6.9
2023-09-13,8,4.8,Cloudy,Autumn,69,14.9,0.0,998.59,14.6
2023-09-13,9,3.1,Light Rain,Autumn,72,12.2,0.0,1017.36,11.7
2023-09-13,10,0.3,Cloudy,Autumn,85,22.4,0.0,996.07,13.9
2023-09-13,11,2.5,Light Rain,Autumn,89,20.1,0.0,1012.75,11.8
2023-09-13,12,0.5,Cloudy,Autumn,100,14.3,0.5,1011.27,8.8
2023-09-13,13,-0.0,Cloudy,Autumn,75,20.1,0.0,1004.55,19.4
2023-09-13,14,-1.3,Freezing Rain,Autumn,89,11.4,3.9,999.74,13.6
2023-09-13,15,-1.7,Freezing Rain,Autumn,84,3.5,2.8,1023.05,1.0
2023-09-13,16,-3.8,Freezing Rain,Autumn,97,10.3,7.4,1013.4,3.9
2023-09-13,17,-0.7,Freezing Rain,Autumn,68,11.8,10.0,1037.8,6.4
2023-09-13,18,-5.4,Freezing Rain,Autumn,96,20.1,1.6,1000.72,3.6
2023-09-13,19,-5.0,Snowy,Autumn,88,3.9,0.0,1014.17,10.2
2023-09-13,20,-2.3,Snowy,Autumn,94,3.4,0.0,1006.6,5.4
2023-09-13,21,-3.0,Freezing Rain,Autumn,75,24.9,7.4,1006.91,4.9
2023-09-13,22,-6.3,Snowy,Autumn,81,14.6,0.0,1007.38,3.8
2023-09-13,23,-1.2,Snowy,Autumn,66,17.9,2.2,1003.43,9.7
2023-09-14,0,-0.9,Freezing Rain,Autumn,83,14.6,8.1,1017.02,5.8
2023-09-14,1,1.5,Cloudy,Autumn,88,20.5,0.3,1001.44,10.8
2023-09-14,2,0.6,Fog,Autumn,73,11.5,0.2,1019.45,4.5
2023-09-14,3,1.6,Fog,Autumn,75,16.5,0.0,1011.62,0.6
2023-09-14,4,2.3,Fog,Autumn,58,15.9,0.8,1000.88,2.3
2023-09-14,5,4.2,Fog,Autumn,91,5.7,0.0,1020.39,1.4
2023-09-14,6,6.1,Light Rain,Autumn,61,5.0,1.7,1018.84,9.6
2023-09-14,7,6.5,Fog,Autumn,80,14.1,0.1,998.6,3.1
2023-09-14,8,7.3,Light Rain,Autumn,72,13.0,0.5,1007.29,5.2
2023-09-14,9,4.7,Fog,Autumn,66,29.0,1.0,1028.7,0.1
2023-09-14,10,2.3,Cloudy,Autumn,75,5.0,0.0,1030.78,22.2
2023-09-14,11,1.2,Light Rain,Autumn,74,23.4,2.1,1019.67,10.1
2023-09-14,12,2.5,Fog,Autumn,69,0.0,0.1,1012.18,2.3
2023-09-14,13,0.8,Cloudy,Autumn,87,13.8,1.3,1018.53,14.1
2023-09-14,14,-2.7,Snowy,Autumn,89,16.2,0.0,1008.05,1.0
2023-09-14,15,-1.2,Snowy,Autumn,81,20.4,0.0,1003.92,12.0
2023-09-14,16,-3.9,Snowy,Autumn,76,7.5,0.0,995.23,8.7
2023-09-14,17,-4.1,Snowy,Autumn,93,20.6,1.3,1004.76,8.7
2023-09-14,18,-6.8,Snowy,Autumn,100,29.3,0.3,1000.88,7.5
2023-09-14,19,-2.1,Snowy,Autumn,68,4.5,0.4,1028.68,10.3
2023-09-14,20,-5.4,Snowy,Autumn,94,8.4,1.2,992.0,4.4
2023-09-14,21,-3.4,Snowy,Autumn,97,14.6,2.2,1004.17,7.2
2023-09-14,22,-4.9,Snowy,Autumn,100,11.0,0.0,1009.44,1.0
2023-09-14,23,2.8,Light Rain,Autumn,70,22.7,8.4,1030.48,9.3
2023-09-15,0,-1.2,Freezing Rain,Autumn,86,19.3,0.0,1013.47,11.6
2023-09-15,1,5.0,Cloudy,Autumn,79,31.5,0.0,1007.51,8.3
2023-09-15,2,4.8,Cloudy,Autumn,80,0.0,0.2,1021.14,12.5
2023-09-15,3,5.3,Fog,Autumn,66,25.1,0.4,1003.46,0.1
2023-09-15,4,-1.7,Snowy,Autumn,70,0.0,1.6,1013.84,11.9
2023-09-15,5,6.3,Cloudy,Autumn,57,22.7,0.5,1019.35,16.5
2023-09-15,6,0.8,Cloudy,Autumn,96,8.6,0.0,999.23,12.1
2023-09-15,7,4.8,Light Rain,Autumn,69,30.4,0.0,1029.11,13.2
2023-09-15,8,3.9,Fog,Autumn,61,11.3,0.0,1006.17,0.4
2023-09-15,9,6.1,Light Rain,Autumn,61,17.3,0.6,1010.77,12.7
2023-09-15,10,1.1,Light Rain,Autumn,100,18.1,7.9,1025.98,5.4
2023-09-15,11,1.1,Light Rain,Autumn,73,17.9,0.0,1013.8,7.3
2023-09-15,12,0.2,Cloudy,Autumn,66,21.9,0.0,993.51,15.3
2023-09-15,13,-0.7,Snowy,Autumn,87,0.0,2.0,1010.61,1.0
2023-09-15,14,-2.6,Snowy,Autumn,83,7.1,1.4,1016.06,10.7
2023-09-15,15,-4.1,Snowy,Autumn,91,17.2,0.1,1011.6,8.8
2023-09-15,16,-1.3,Snowy,Autumn,83,10.9,0.0,1011.92,11.3
2023-09-15,17,-9.7,Snowy,Autumn,79,8.2,1.9,1015.09,9.1
2023-09-15,18,-3.1,Snowy,Autumn,90,15.3,2.9,1016.55,4.0
2023-09-15,19,-1.5,Freezing Rain,Autumn,97,12.5,7.8,1001.31,8.5
2023-09-15,20,-1.0,Freezing Rain,Autumn,86,11.5,1.1,1025.21,3.5
2023-09-15,21,0.2,Light Rain,Autumn,71,15.5,6.7,1008.62,7.5
2023-09-15,22,-0.0,Light Rain,Autumn,76,0.0,6.0,1002.98,10.6
2023-09-15,23,1.1,Cloudy,Autumn,77,29.8,0.1,1013.63,12.9
2023-09-16,0,1.3,Cloudy,Autumn,76,11.0,0.5,1001.15,14.5
2023-09-16,1,0.2,Fog,Autumn,70,1.9,0.0,998.79,2.1
2023-09-16,2,5.5,Cloudy,Autumn,93,23.8,0.0,1000.52,16.6
2023-09-16,3,5.9,Cloudy,Autumn,64,29.1,0.1,1012.5,25.6
2023-09-16,4,5.2,Fog,Autumn,67,10.4,0.1,1013.52,5.2
2023-09-16,5,5.8,Cloudy,Autumn,70,5.8,0.9,1016.5,13.9
2023-09-16,6,7.2,Fog,Autumn,68,13.4,0.0,1011.48,0.1
2023-09-16,7,-0.1,Snowy,Autumn,74,20.3,0.2,1018.49,6.2
2023-09-16,8,7.9,Fog,Autumn,45,12.2,0.0,1012.74,0.1
2023-09-16,9,4.4,Light Rain,Autumn,65,29.0,10.2,1008.92,1.8
2023-09-16,10,1.2,Cloudy,Autumn,82,14.3,0.0,1028.8,14.8
2023-09-16,11,0.9,Light Rain,Autumn,90,5.4,5.3,1014.8,3.4
2023-09-16,12,0.7,Cloudy,Autumn,65,25.3,0.0,1023.04,14.6
2023-09-16,13,-4.2,Snowy,Autumn,89,1.8,5.2,1021.18,11.0
2023-09-16,14,2.0,Fog,Autumn,62,10.6,0.1,1022.37,0.1
2023-09-16,15,-5.3,Freezing Rain,Autumn,90,14.2,2.2,1011.67,8.4
2023-09-16,16,-3.3,Snowy,Autumn,95,26.6,0.6,1017.32,3.6
2023-09-16,17,-2.7,Freezing Rain,Autumn,85,9.3,6.9,1008.07,14.1
2023-09-16,18,-5.1,Snowy,Autumn,81,19.2,2.3,1035.33,7.8
2023-09-16,19,-3.1,Snowy,Autumn,73,16.4,4.9,1020.05,3.8
2023-09-16,20,-2.5,Freezing Rain,Autumn,91,16.9,5.8,1013.61,7.8
2023-09-16,21,-4.5,Snowy,Autumn,83,9.3,1.5,1023.47,3.8
2023-09-16,22,-0.1,Freezing Rain,Autumn,84,24.3,1.6,1007.57,13.2
2023-09-16,23,-1.2,Freezing Rain,Autumn,77,10.8,6.4,1017.06,6.7
2023-09-17,0,0.3,Fog,Autumn,77,8.7,0.0,988.32,2.7
2023-09-17,1,2.9,Cloudy,Autumn,91,32.0,0.2,1013.57,12.7
2023-09-17,2,3.7,Cloudy,Autumn,82,14.6,0.0,996.23,11.9
2023-09-17,3,5.4,Light Rain,Autumn,75,10.8,10.2,1009.31,8.3
2023-09-17,4,4.2,Cloudy,Autumn,57,14.7,1.1,1007.55,15.5
2023-09-17,5,6.5,Cloudy,Autumn,71,21.1,0.0,1016.38,23.1
2023-09-17,6,6.8,Light Rain,Autumn,74,10.8,0.0,1014.23,11.8
2023-09-17,7,6.5,Light Rain,Autumn,67,5.0,1.5,1021.85,1.6
2023-09-17,8,3.1,Light Rain,Autumn,72,22.7,4.0,1009.79,7.8
2023-09-17,9,2.2,Light Rain,Autumn,82,16.5,0.7,1009.01,10.9
2023-09-17,10,4.7,Cloudy,Autumn,54,28.7,0.4,1006.91,10.7
2023-09-17,11,0.8,Light Rain,Autumn,72,16.3,1.2,1010.75,9.0
2023-09-17,12,2.8,Light Rain,Autumn,59,9.5,0.0,1032.28,12.1
2023-09-17,13,0.4,Cloudy,Autumn,76,23.0,0.1,1014.57,5.6
2023-09-17,14,-3.7,Freezing Rain,Autumn,83,24.8,0.7,1008.83,9.3
2023-09-17,15,-6.1,Freezing Rain,Autumn,95,17.3,1.3,1014.39,7.2
2023-09-17,16,-4.4,Freezing Rain,Autumn,77,14.9,3.6,989.28,8.7
2023-09-17,17,-8.2,Snowy,Autumn,100,10.8,1.0,1004.42,10.3
2023-09-17,18,-7.3,Snowy,Autumn,81,4.7,1.0,1012.08,7.6
2023-09-17,19,-5.0,Freezing Rain,Autumn,80,8.1,3.6,1025.27,7.0
2023-09-17,20,-6.2,Snowy,Autumn,100,9.0,0.0,1008.09,7.5
2023-09-17,21,-4.3,Freezing Rain,Autumn,85,27.9,0.0,1003.04,2.0
2023-09-17,22,-1.0,Snowy,Autumn,91,10.0,0.1,1008.72,10.0
2023-09-17,23,-2.3,Snowy,Autumn,99,12.3,0.1,1027.48,2.4
2023-09-18,0,2.6,Fog,Autumn,69,24.4,0.7,1012.39,1.7
2023-09-18,1,1.7,Cloudy,Autumn,80,1.9,0.0,1009.55,9.0
2023-09-18,2,3.3,Light Rain,Autumn,73,17.1,9.2,1010.58,10.3
2023-09-18,3,5.3,Fog,Autumn,58,17.2,0.6,1035.35,4.3
2023-09-18,4,1.7,Fog,Autumn,64,17.1,0.0,1017.66,4.4
2023-09-18,5,5.0,Fog,Autumn,74,18.4,0.0,1015.76,0.1
2023-09-18,6,5.2,Cloudy,Autumn,60,9.7,0.0,1023.85,24.8
2023-09-18,7,7.4,Cloudy,Autumn,54,9.0,0.0,1024.46,5.6
2023-09-18,8,3.3,Light Rain,Autumn,74,10.8,0.3,1004.09,6.5
2023-09-18,9,3.1,Fog,Autumn,77,17.4,0.2,1029.02,4.5
2023-09-18,10,-0.4,Snowy,Autumn,55,20.7,3.0,1014.89,5.2
2023-09-18,11,2.2,Fog,Autumn,79,2.2,1.1,1034.79,0.1
2023-09-18,12,-2.1,Snowy,Autumn,86,1.2,0.0,1006.15,7.6
2023-09-18,13,1.4,Cloudy,Autumn,57,20.5,0.0,1022.04,18.3
2023-09-18,14,-4.6,Freezing Rain,Autumn,97,7.9,3.5,1007.19,1.4
2023-09-18,15,-6.2,Snowy,Autumn,82,11.0,3.0,1007.42,8.1
2023-09-18,16,-1.3,Freezing Rain,Autumn,95,7.2,1.5,1006.91,5.1
2023-09-18,17,-8.2,Freezing Rain,Autumn,96,12.4,0.8,1012.52,10.2
2023-09-18,18,-4.1,Snowy,Autumn,89,18.2,0.0,1014.41,5.0
2023-09-18,19,-4.4,Freezing Rain,Autumn,86,8.2,8.2,1003.19,12.1
2023-09-18,20,-2.1,Snowy,Autumn,80,33.1,1.0,1006.0,4.8
2023-09-18,21,-6.0,Freezing Rain,Autumn,93,12.6,0.0,1019.67,6.7
2023-09-18,22,0.4,Fog,Autumn,80,6.1,0.0,1022.23,0.1
2023-09-18,23,1.3,Light Rain,Autumn,82,2.0,10.6,1003.53,10.8
2023-09-19,0,-1.8,Freezing Rain,Autumn,74,18.3,7.9,991.92,5.5
2023-09-19,1,3.2,Fog,Autumn,56,2.2,1.0,1005.63,4.2
2023-09-19,2,3.8,Fog,Autumn,70,21.0,0.2,1027.35,4.7
2023-09-19,3,1.7,Fog,Autumn,64,16.2,0.2,1001.96,2.7
2023-09-19,4,5.1,Fog,Autumn,66,18.9,0.0,1001.53,0.1
2023-09-19,5,4.9,Cloudy,Autumn,75,8.8,0.7,1016.02,6.9
2023-09-19,6,10.2,Sunny,Autumn,62,15.3,0.7,1009.3,5.0
2023-09-19,7,4.6,Light Rain,Autumn,98,16.8,4.6,1024.83,1.4
2023-09-19,8,5.3,Light Rain,Autumn,62,16.9,6.1,1014.39,11.5
2023-09-19,9,5.6,Cloudy,Autumn,79,20.9,0.5,1004.32,19.5
2023-09-19,10,3.6,Cloudy,Autumn,81,17.7,0.0,1026.74,5.0
2023-09-19,11,1.0,Light Rain,Autumn,84,7.2,5.8,1012.47,9.1
2023-09-19,12,-0.7,Freezing Rain,Autumn,89,5.1,7.5,1023.04,9.0
2023-09-19,13,-0.6,Snowy,Autumn,74,16.4,1.2,1005.74,7.9
2023-09-19,14,0.4,Fog,Autumn,65,33.1,0.2,1000.45,6.9
2023-09-19,15,-3.2,Snowy,Autumn,88,9.1,4.5,1029.78,6.3
2023-09-19,16,-5.0,Snowy,Autumn,78,0.0,1.7,1017.17,10.2
2023-09-19,17,-3.3,Freezing Rain,Autumn,91,3.8,7.9,1007.05,5.8
2023-09-19,18,-2.8,Snowy,Autumn,87,3.5,0.0,1009.68,9.3
2023-09-19,19,-9.0,Snowy,Autumn,92,12.3,2.1,1002.74,6.5
2023-09-19,20,-2.1,Freezing Rain,Autumn,77,6.8,0.7,1007.54,8.8
2023-09-19,21,-3.0,Snowy,Autumn,100,20.8,0.0,1008.69,15.9
2023-09-19,22,-1.3,Freezing Rain,Autumn,86,23.8,3.4,1025.73,3.2
2023-09-19,23,-1.1,Freezing Rain,Autumn,68,28.1,0.0,1015.14,7.9
2023-09-20,0,-0.2,Snowy,Autumn,87,27.8,4.6,1025.74,19.6
2023-09-20,1,2.1,Fog,Autumn,56,14.0,0.0,1019.97,4.0
2023-09-20,2,3.3,Light Rain,Autumn,83,4.4,0.0,1000.17,7.4
2023-09-20,3,3.4,Light Rain,Autumn,74,18.6,0.0,1024.72,11.2
2023-09-20,4,6.6,Fog,Autumn,71,3.2,0.3,1007.9,1.8
2023-09-20,5,5.2,Cloudy,Autumn,74,5.1,0.0,1000.78,26.2
2023-09-20,6,2.9,Light Rain,Autumn,72,31.7,0.0,1018.56,13.7
2023-09-20,7,1.0,Cloudy,Autumn,70,15.9,0.4,1023.8,21.2
2023-09-20,8,4.7,Fog,Autumn,49,21.0,0.0,1005.28,3.1
2023-09-20,9,2.0,Light Rain,Autumn,82,7.0,0.0,1018.91,12.2
2023-09-20,10,-0.9,Freezing Rain,Autumn,74,13.9,2.7,1010.79,11.0
2023-09-20,11,2.2,Light Rain,Autumn,70,11.6,1.4,1021.7,7.9
2023-09-20,12,-1.0,Snowy,Autumn,69,5.5,0.0,1007.27,10.3
2023-09-20,13,2.4,Light Rain,Autumn,68,27.4,0.0,1008.82,15.3
2023-09-20,14,-2.8,Freezing Rain,Autumn,87,10.0,7.6,1015.27,13.8
2023-09-20,15,-7.8,Freezing Rain,Autumn,99,3.5,0.7,1018.08,3.9
2023-09-20,16,-0.1,Snowy,Autumn,53,5.5,1.0,1010.94,10.8
2023-09-20,17,-4.3,Freezing Rain,Autumn,89,29.7,4.8,991.88,11.8
2023-09-20,18,-2.9,Freezing Rain,Autumn,89,27.9,3.6,1000.71,15.3
2023-09-20,19,-2.0,Freezing Rain,Autumn,69,8.5,4.3,1015.58,3.2
2023-09-20,20,-2.2,Snowy,Autumn,76,14.2,1.3,1024.7,8.2
2023-09-20,21,-5.1,Snowy,Autumn,89,8.8,2.9,1012.06,5.4
2023-09-20,22,-3.4,Freezing Rain,Autumn,64,17.7,3.6,1028.0,10.0
2023-09-20,23,1.8,Light Rain,Autumn,72,9.8,4.5,1014.37,16.2
2023-09-21,0,2.1,Cloudy,Autumn,72,10.2,0.4,1017.14,26.4
2023-09-21,1,-2.1,Freezing Rain,Autumn,83,12.7,7.0,1013.19,2.7
2023-09-21,2,4.0,Light Rain,Autumn,74,15.9,2.5,1019.39,4.5
2023-09-21,3,3.9,Light Rain,Autumn,72,26.1,2.4,1015.16,7.0
2023-09-21,4,5.0,Cloudy,Autumn,74,13.4,0.4,1014.38,14.0
2023-09-21,5,7.4,Fog,Autumn,64,27.4,0.1,1024.13,2.4
2023-09-21,6,2.7,Light Rain,Autumn,82,18.7,5.8,998.45,6.4
2023-09-21,7,7.8,Fog,Autumn,62,33.0,0.6,1031.81,2.0
2023-09-21,8,5.9,Fog,Autumn,54,5.5,0.6,1010.93,3.7
2023-09-21,9,3.0,Fog,Autumn,73,19.1,0.1,1015.85,3.8
2023-09-21,10,3.8,Fog,Autumn,62,14.2,0.0,1017.09,5.0
2023-09-21,11,4.0,Cloudy,Autumn,88,13.8,0.5,1008.99,18.3
2023-09-21,12,0.1,Fog,Autumn,63,22.0,0.6,1020.63,3.1
2023-09-21,13,2.0,Light Rain,Autumn,69,13.8,1.9,1004.89,5.0
2023-09-21,14,-1.2,Snowy,Autumn,78,10.6,0.0,986.26,1.0
2023-09-21,15,-1.3,Freezing Rain,Autumn,81,12.6,4.8,1019.17,9.5
2023-09-21,16,-5.0,Snowy,Autumn,86,14.9,2.7,994.68,4.0
2023-09-21,17,-3.8,Freezing Rain,Autumn,80,15.0,0.0,1016.75,12.0
2023-09-21,18,-0.6,Snowy,Autumn,86,18.7,0.0,1023.92,11.7
2023-09-21,19,-4.9,Snowy,Autumn,96,10.6,0.0,1015.79,3.9
2023-09-21,20,-6.2,Freezing Rain,Autumn,96,11.7,0.6,1025.73,6.1
2023-09-21,21,-4.1,Freezing Rain,Autumn,89,0.2,9.8,997.34,11.6
2023-09-21,22,-0.3,Snowy,Autumn,69,6.5,0.0,1023.65,11.8
2023-09-21,23,4.5,Cloudy,Autumn,65,8.8,0.0,1005.37,15.2
2023-09-22,0,2.3,Cloudy,Autumn,80,18.9,0.3,1014.06,25.1
2023-09-22,1,2.3,Fog,Autumn,68,16.8,0.0,995.65,0.9
2023-09-22,2,2.4,Fog,Autumn,85,23.0,0.0,1016.13,0.2
2023-09-22,3,5.9,Fog,Autumn,73,18.4,0.0,997.17,4.3
2023-09-22,4,5.1,Fog,Autumn,89,33.2,0.0,1020.27,4.9
2023-09-22,5,4.1,Light Rain,Autumn,72,2.0,1.1,1024.66,11.4
2023-09-22,6,6.9,Light Rain,Autumn,68,9.9,6.9,1032.75,8.7
2023-09-22,7,2.6,Light Rain,Autumn,71,30.3,3.5,1027.47,5.9
2023-09-22,8,7.7,Cloudy,Autumn,50,17.9,0.0,1016.73,14.1
2023-09-22,9,4.7,Cloudy,Autumn,68,17.3,0.4,1004.19,19.3
2023-09-22,10,3.9,Fog,Autumn,70,29.8,0.3,1025.24,3.5
2023-09-22,11,2.0,Fog,Autumn,49,22.1,0.2,1020.31,3.7
2023-09-22,12,1.4,Light Rain,Autumn,64,12.8,1.2,998.89,2.7
2023-09-22,13,-1.7,Snowy,Autumn,100,5.1,0.0,1010.21,16.2
2023-09-22,14,-0.0,Cloudy,Autumn,78,30.7,0.1,1012.62,5.0
2023-09-22,15,-3.4,Freezing Rain,Autumn,89,0.6,0.0,1007.33,18.7
2023-09-22,16,-4.5,Freezing Rain,Autumn,96,26.3,1.6,1019.82,5.6
2023-09-22,17,-5.4,Freezing Rain,Autumn,85,4.5,1.5,1017.17,6.5
2023-09-22,18,-5.1,Snowy,Autumn,100,0.0,0.7,1020.74,7.5
2023-09-22,19,-4.6,Snowy,Autumn,100,26.1,3.8,1018.01,8.4
2023-09-22,20,-0.3,Freezing Rain,Autumn,86,16.8,0.5,1007.77,7.4
2023-09-22,21,-2.9,Snowy,Autumn,92,11.4,2.9,1015.27,6.1
2023-09-22,22,-3.1,Freezing Rain,Autumn,74,0.3,0.0,1016.34,3.2
2023-09-22,23,-0.2,Snowy,Autumn,77,8.5,4.5,1031.02,3.5
2023-09-23,0,-0.6,Snowy,Autumn,99,16.2,4.3,1002.18,4.3
2023-09-23,1,-0.4,Freezing Rain,Autumn,74,14.4,5.5,1015.61,9.0
2023-09-23,2,2.8,Cloudy,Autumn,76,0.0,0.4,1022.48,19.2
2023-09-23,3,0.9,Light Rain,Autumn,69,26.0,5.7,1007.5,3.9
2023-09-23,4,4.6,Fog,Autumn,72,9.0,0.0,1020.78,0.7
2023-09-23,5,4.5,Light Rain,Autumn,71,6.2,5.9,996.8,7.5
2023-09-23,6,3.1,Fog,Autumn,66,23.6,0.4,1015.8,3.5
2023-09-23,7,2.4,Fog,Autumn,80,19.8,0.3,1006.57,0.1
2023-09-23,8,6.6,Light Rain,Autumn,65,31.3,0.0,998.77,10.7
2023-09-23,9,-0.3,Snowy,Autumn,75,14.9,2.2,1021.04,11.9
2023-09-23,10,1.6,Light Rain,Autumn,74,8.6,4.2,1025.22,10.7
2023-09-23,11,2.7,Fog,Autumn,76,18.2,1.1,1016.92,0.3
2023-09-23,12,-3.5,Snowy,Autumn,89,21.4,2.2,1005.85,8.9
2023-09-23,13,-2.1,Freezing Rain,Autumn,81,22.6,5.8,999.48,9.0
2023-09-23,14,-5.2,Snowy,Autumn,80,16.3,1.4,1019.97,15.2
2023-09-23,15,-1.7,Freezing Rain,Autumn,93,2.0,3.1,1028.33,12.3
2023-09-23,16,-3.7,Snowy,Autumn,100,18.3,1.8,1031.48,5.4
2023-09-23,17,-5.5,Snowy,Autumn,99,4.7,0.0,1002.07,7.3
2023-09-23,18,-6.0,Freezing Rain,Autumn,100,7.1,0.0,1016.94,6.9
2023-09-23,19,-11.3,Snowy,Autumn,100,5.1,1.8,1019.1,14.3
2023-09-23,20,-5.4,Freezing Rain,Autumn,94,21.7,0.4,1038.35,8.4
2023-09-23,21,-9.5,Freezing Rain,Autumn,100,7.5,0.0,1015.76,6.4
2023-09-23,22,0.0,Cloudy,Autumn,87,0.0,0.6,1015.26,10.7
2023-09-23,23,-3.1,Freezing Rain,Autumn,100,4.3,3.4,1030.43,7.0
2023-09-24,0,-2.0,Freezing Rain,Autumn,79,29.1,0.0,992.05,13.5
2023-09-24,1,2.1,Light Rain,Autumn,73,25.6,0.0,1013.25,12.0
2023-09-24,2,4.1,Light Rain,Autumn,69,12.9,0.7,1014.35,6.9
2023-09-24,3,3.2,Cloudy,Autumn,84,8.0,0.0,992.27,10.1
2023-09-24,4,6.7,Fog,Autumn,67,6.1,0.5,1019.27,0.7
2023-09-24,5,6.5,Fog,Autumn,67,7.7,0.6,1006.72,2.0
2023-09-24,6,4.0,Light Rain,Autumn,55,9.4,3.0,1013.02,8.2
2023-09-24,7,1.8,Cloudy,Autumn,81,22.6,0.0,1038.72,19.8
2023-09-24,8,5.2,Light Rain,Autumn,59,11.7,2.1,1017.06,10.3
2023-09-24,9,5.0,Light Rain,Autumn,56,13.7,13.3,1008.37,6.3
2023-09-24,10,5.3,Light Rain,Autumn,52,9.8,7.9,1001.22,2.9
2023-09-24,11,3.4,Light Rain,Autumn,78,11.1,4.0,1005.58,15.3
2023-09-24,12,-0.8,Freezing Rain,Autumn,77,31.3,10.4,998.39,4.4
2023-09-24,13,-0.1,Freezing Rain,Autumn,80,26.7,0.0,1007.05,11.8
2023-09-24,14,-1.3,Snowy,Autumn,85,12.9,2.9,1017.6,10.7
2023-09-24,15,-4.1,Snowy,Autumn,81,4.9,1.5,997.56,9.8
2023-09-24,16,-2.3,Snowy,Autumn,84,0.0,1.0,1010.21,2.7
2023-09-24,17,-3.5,Freezing Rain,Autumn,89,12.7,10.4,1007.37,3.9
2023-09-24,18,-3.2,Freezing Rain,Autumn,97,12.6,3.2,1022.07,6.9
2023-09-24,19,-1.2,Snowy,Autumn,98,11.7,3.7,1017.57,18.2
2023-09-24,20,-5.6,Snowy,Autumn,83,10.8,0.0,1008.85,9.7
2023-09-24,21,-4.7,Snowy,Autumn,93,25.1,0.0,1010.32,10.9
2023-09-24,22,-0.2,Snowy,Autumn,64,25.8,4.3,1001.65,8.7
2023-09-24,23,-2.5,Snowy,Autumn,81,18.7,0.2,1015.28,10.5
2023-09-25,0,-1.6,Freezing Rain,Autumn,82,15.4,7.5,1026.1,9.9
2023-09-25,1,1.8,Light Rain,Autumn,55,13.9,10.3,1014.83,9.8
2023-09-25,2,2.5,Cloudy,Autumn,69,14.1,0.0,1034.45,14.9
2023-09-25,3,2.2,Light Rain,Autumn,74,23.1,5.9,1019.43,9.0
2023-09-25,4,5.1,Cloudy,Autumn,52,14.5,0.2,1016.36,13.3
2023-09-25,5,5.6,Fog,Autumn,57,13.3,0.3,1002.52,1.0
2023-09-25,6,5.4,Fog,Autumn,65,13.9,1.0,1013.01,0.1
2023-09-25,7,7.3,Cloudy,Autumn,64,12.8,0.9,993.93,10.8
2023-09-25,8,5.7,Cloudy,Autumn,72,16.4,0.0,1025.09,13.1
2023-09-25,9,5.4,Fog,Autumn,60,22.2,0.0,1027.01,0.1
2023-09-25,10,-0.8,Freezing Rain,Autumn,80,20.0,2.9,1011.61,1.0
2023-09-25,11,1.4,Cloudy,Autumn,73,2.8,0.0,1013.29,20.1
2023-09-25,12,-0.2,Freezing Rain,Autumn,72,10.2,1.4,1009.16,8.8
2023-09-25,13,0.4,Cloudy,Autumn,82,7.8,0.4,1017.65,13.1
2023-09-25,14,-2.0,Snowy,Autumn,94,22.5,1.7,1015.03,5.1
2023-09-25,15,-4.4,Freezing Rain,Autumn,100,15.4,9.5,1023.56,6.0
2023-09-25,16,-4.7,Freezing Rain,Autumn,100,7.0,3.2,1014.34,13.7
2023-09-25,17,-5.6,Freezing Rain,Autumn,100,12.4,0.0,1032.27,7.5
2023-09-25,18,-6.2,Snowy,Autumn,77,14.9,1.3,1018.7,11.5
2023-09-25,19,-6.5,Snowy,Autumn,81,3.9,0.0,1022.61,1.8
2023-09-25,20,-5.7,Snowy,Autumn,62,10.4,1.7,1037.67,10.2
2023-09-25,21,0.7,Cloudy,Autumn,78,20.8,0.8,1024.85,15.3
2023-09-25,22,-1.2,Snowy,Autumn,97,11.4,0.2,1013.24,9.8
2023-09-25,23,-2.9,Freezing Rain,Autumn,90,29.8,11.9,1032.64,10.5
2023-09-26,0,-0.3,Snowy,Autumn,99,28.5,2.0,1014.63,5.8
2023-09-26,1,-0.4,Snowy,Autumn,77,5.4,0.2,994.65,15.0
2023-09-26,2,0.5,Light Rain,Autumn,68,13.1,0.3,1023.61,7.7
2023-09-26,3,0.3,Fog,Autumn,79,11.0,0.1,1001.15,2.7
2023-09-26,4,5.1,Fog,Autumn,65,18.8,0.0,1007.34,4.6
2023-09-26,5,4.9,Cloudy,Autumn,57,12.3,1.0,1009.06,19.0
2023-09-26,6,4.1,Cloudy,Autumn,78,8.2,0.0,1019.06,6.2
2023-09-26,7,3.7,Fog,Autumn,62,0.0,0.0,1023.46,0.1
2023-09-26,8,6.5,Light Rain,Autumn,53,25.3,5.9,1022.28,1.1
